vin	I(Rl)
Step Information: R=1K
-1.300000000000019e+00	-9.102504e-04
-1.200000000000019e+00	-9.087092e-04
-1.100000000000019e+00	-9.068775e-04
-1.000000000000019e+00	-9.042884e-04
-9.000000000000187e-01	-8.941410e-04
-8.000000000000187e-01	-7.965636e-04
-7.000000000000187e-01	-6.972634e-04
-6.000000000000187e-01	-5.979731e-04
-5.000000000000188e-01	-4.986873e-04
-4.000000000000188e-01	-3.994060e-04
-3.000000000000188e-01	-3.001292e-04
-2.000000000000188e-01	-2.008571e-04
-1.000000000000188e-01	-1.015896e-04
-1.879052469178077e-14	-2.326829e-06
9.999999999998122e-02	9.693111e-05
1.999999999999812e-01	1.961842e-04
2.999999999999812e-01	2.954323e-04
3.999999999999813e-01	3.946753e-04
4.999999999999812e-01	4.939133e-04
5.999999999999812e-01	5.931461e-04
6.999999999999812e-01	6.923735e-04
7.999999999999812e-01	7.644310e-04
8.999999999999811e-01	7.688113e-04
9.999999999999811e-01	7.710484e-04
1.099999999999981e+00	7.727676e-04
1.199999999999981e+00	7.742556e-04
1.299999999999981e+00	7.755790e-04
1.399999999999981e+00	7.768046e-04
1.499999999999982e+00	7.779592e-04
1.599999999999982e+00	7.790574e-04
1.699999999999982e+00	7.801105e-04
1.799999999999982e+00	7.811277e-04
1.899999999999982e+00	7.821163e-04
1.999999999999982e+00	7.830826e-04
2.099999999999982e+00	7.840317e-04
2.199999999999982e+00	7.849677e-04
2.299999999999982e+00	7.858941e-04
2.399999999999982e+00	7.868133e-04
2.499999999999982e+00	7.877272e-04
2.599999999999982e+00	7.886374e-04
2.699999999999982e+00	7.895450e-04
2.799999999999983e+00	7.904506e-04
2.899999999999983e+00	7.913549e-04
2.999999999999983e+00	7.922581e-04
3.099999999999983e+00	7.931607e-04
3.199999999999983e+00	7.940627e-04
3.299999999999983e+00	7.949645e-04
3.399999999999983e+00	7.958660e-04
3.499999999999983e+00	7.967673e-04
3.599999999999983e+00	7.976685e-04
3.699999999999983e+00	7.985696e-04
3.799999999999983e+00	7.994706e-04
3.899999999999983e+00	8.003716e-04
3.999999999999984e+00	8.012726e-04
4.099999999999984e+00	8.021736e-04
4.199999999999983e+00	8.030745e-04
4.299999999999983e+00	8.039754e-04
4.399999999999983e+00	8.048764e-04
4.499999999999982e+00	8.057773e-04
4.599999999999982e+00	8.066782e-04
4.699999999999982e+00	8.075791e-04
4.799999999999981e+00	8.084800e-04
4.899999999999981e+00	8.093810e-04
4.999999999999980e+00	8.102818e-04
5.099999999999980e+00	8.111828e-04
5.199999999999980e+00	8.120837e-04
5.299999999999979e+00	8.129845e-04
5.399999999999979e+00	8.138855e-04
5.499999999999979e+00	8.147864e-04
5.599999999999978e+00	8.156873e-04
5.699999999999978e+00	8.165882e-04
5.799999999999978e+00	8.174891e-04
5.899999999999977e+00	8.183900e-04
5.999999999999977e+00	8.192909e-04
6.099999999999977e+00	8.201918e-04
6.199999999999976e+00	8.210927e-04
6.299999999999976e+00	8.219936e-04
6.399999999999975e+00	8.228945e-04
6.499999999999975e+00	8.237954e-04
6.599999999999975e+00	8.246963e-04
6.699999999999974e+00	8.255972e-04
6.799999999999974e+00	8.264981e-04
6.899999999999974e+00	8.273990e-04
6.999999999999973e+00	8.282999e-04
7.099999999999973e+00	8.292008e-04
7.199999999999973e+00	8.301017e-04
7.299999999999972e+00	8.310027e-04
7.399999999999972e+00	8.319035e-04
7.499999999999972e+00	8.328044e-04
7.599999999999971e+00	8.337054e-04
7.699999999999971e+00	8.346062e-04
7.799999999999971e+00	8.355072e-04
7.899999999999970e+00	8.364081e-04
7.999999999999970e+00	8.373089e-04
8.099999999999969e+00	8.382099e-04
8.199999999999969e+00	8.391108e-04
8.299999999999969e+00	8.400117e-04
8.399999999999968e+00	8.409126e-04
8.499999999999968e+00	8.418135e-04
8.599999999999968e+00	8.427144e-04
8.699999999999967e+00	8.436153e-04
8.799999999999967e+00	8.445162e-04
8.899999999999967e+00	8.454171e-04
8.999999999999966e+00	8.463180e-04
9.099999999999966e+00	8.472189e-04
9.199999999999966e+00	8.481198e-04
9.299999999999965e+00	8.490207e-04
9.399999999999965e+00	8.499216e-04
9.499999999999964e+00	8.508225e-04
9.599999999999964e+00	8.517234e-04
9.699999999999964e+00	8.526243e-04
9.799999999999963e+00	8.535252e-04
9.899999999999963e+00	8.544261e-04
1.000000000000000e+01	8.553271e-04
